datetime_utc,Weighted_HF
2025-10-26 19:00:00+00:00,1.041694974403629903
2025-10-26 20:00:00+00:00,1.041255446510589877
2025-10-26 21:00:00+00:00,1.041223571565494499
2025-10-26 22:00:00+00:00,1.044389513319873730
2025-10-26 23:00:00+00:00,1.060206364873146789
2025-10-27 00:00:00+00:00,1.065079615831256099
2025-10-27 01:00:00+00:00,1.067521707789258034
2025-10-27 02:00:00+00:00,1.070078108259643557
2025-10-27 03:00:00+00:00,1.073808725280481546
2025-10-27 04:00:00+00:00,1.074670020301172979
2025-10-27 05:00:00+00:00,1.078039578455168623
2025-10-27 06:00:00+00:00,1.082263872953161066
2025-10-27 07:00:00+00:00,1.085012016980885674
2025-10-27 08:00:00+00:00,1.077667633676119063
2025-10-27 09:00:00+00:00,1.067882614912885497
2025-10-27 10:00:00+00:00,1.063807980509231532
2025-10-27 11:00:00+00:00,1.065493591444480304
2025-10-27 12:00:00+00:00,1.063299894559409653
2025-10-27 13:00:00+00:00,1.059234736853707171
2025-10-27 14:00:00+00:00,1.064117882360182454
2025-10-27 15:00:00+00:00,1.060094339605768488
2025-10-27 16:00:00+00:00,1.063605247742257731
2025-10-27 17:00:00+00:00,1.073598525172849705
2025-10-27 18:00:00+00:00,1.077838988764083572
2025-10-27 19:00:00+00:00,1.077450471474570293
2025-10-27 20:00:00+00:00,1.072740133189474365
2025-10-27 21:00:00+00:00,1.059195176226069401
2025-10-27 22:00:00+00:00,1.053902565757361964
2025-10-27 23:00:00+00:00,1.051803665600918647
2025-10-28 00:00:00+00:00,1.052135392395507685
2025-10-28 01:00:00+00:00,1.050803460618791041
2025-10-28 02:00:00+00:00,1.055186248857749920
2025-10-28 03:00:00+00:00,1.048687099598591299
2025-10-28 04:00:00+00:00,1.044916013389217690
2025-10-28 05:00:00+00:00,1.046257855047598717
2025-10-28 06:00:00+00:00,1.040656733225542530
2025-10-28 07:00:00+00:00,1.044214480996639383
2025-10-28 08:00:00+00:00,1.047368800828066382
2025-10-28 09:00:00+00:00,1.050715034453871155
2025-10-28 10:00:00+00:00,1.051238575497071670
2025-10-28 11:00:00+00:00,1.051222645755736540
2025-10-28 12:00:00+00:00,1.050302028884244177
2025-10-28 13:00:00+00:00,1.052341379834495827
2025-10-28 14:00:00+00:00,1.059136198875542112
2025-10-28 15:00:00+00:00,1.051452714645351838
2025-10-28 16:00:00+00:00,1.046351947904117674
2025-10-28 17:00:00+00:00,1.053564575300706796
2025-10-28 18:00:00+00:00,1.057274739426795396
2025-10-28 19:00:00+00:00,1.052038976070117648
2025-10-28 20:00:00+00:00,1.036594516745602546
2025-10-28 21:00:00+00:00,1.020058716490573447
2025-10-28 22:00:00+00:00,1.013731080942689600
2025-10-28 23:00:00+00:00,1.016027635440393873
2025-10-29 00:00:00+00:00,1.016471357283574184
2025-10-29 01:00:00+00:00,1.015488141268163336
2025-10-29 02:00:00+00:00,1.016660698688078179
2025-10-29 03:00:00+00:00,1.019697646242468725
2025-10-29 04:00:00+00:00,1.019933079977498380
2025-10-29 05:00:00+00:00,1.023442228333215409
2025-10-29 06:00:00+00:00,1.026994559035478538
2025-10-29 07:00:00+00:00,1.026214890016472037
2025-10-29 08:00:00+00:00,1.026158160282448328
2025-10-29 09:00:00+00:00,1.023340934785582412
2025-10-29 10:00:00+00:00,1.021388130443981801
2025-10-29 11:00:00+00:00,1.021078938309229578
2025-10-29 12:00:00+00:00,1.025203965658653349
2025-10-29 13:00:00+00:00,1.025832477645537644
2025-10-29 14:00:00+00:00,1.022120475002556539
2025-10-29 15:00:00+00:00,1.020600665975707866
2025-10-29 16:00:00+00:00,1.011971164409285917
2025-10-29 17:00:00+00:00,1.010078559605765314
2025-10-29 18:00:00+00:00,1.017453357968026495
2025-10-29 19:00:00+00:00,1.009539387094026130
2025-10-29 20:00:00+00:00,1.001465854212105100
2025-10-29 21:00:00+00:00,1.004198068911645869
2025-10-29 22:00:00+00:00,1.007864490895456155
2025-10-29 23:00:00+00:00,1.007259074116394038
2025-10-30 00:00:00+00:00,0.999390586440745188
2025-10-30 01:00:00+00:00,0.998893118204113750
2025-10-30 02:00:00+00:00,1.001317094789296869
2025-10-30 03:00:00+00:00,1.004967187937132467
2025-10-30 04:00:00+00:00,1.004599262541728599
2025-10-30 05:00:00+00:00,0.995734361389544631
2025-10-30 06:00:00+00:00,0.997582388544065446
2025-10-30 07:00:00+00:00,0.999708944870266625
